Supermarket Flowers,Ed Sheeran,pop,2017,90,24,59,-11,9,26,221,91,4,78,"I took the supermarket flowers from the windowsill
I threw the day old tea from the cup
Packed up the photo album Matthew had made
Memories of a life that's been loved
Took the get well soon cards and stuffed animals
Poured the old ginger beer down the sink
Dad always told me, ""Don't you cry when you're down""
But mum, there's a tear every time that I blink

Oh I'm in pieces, it's tearing me up, but I know
A heart that's broke is a heart that's been loved

So I'll sing Hallelujah
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Holiday,Green Day,modern rock,2017,147,89,55,-3,89,72,233,0,3,67,"Say hey!
Cha!

Hear the sound of the falling rain
Coming down like an Armageddon flame (hey!)
The shame, the ones who died without a name

Hear the dogs howling out of key
To a hymn called ""Faith and Misery"" (hey!)
And bleed, the company lost the war today, and

Oh I beg to dream and differ from the hollow lies
This is the dawning of the rest of our lives (whoa, oh, whoa, oh)
On holiday!

Hear the drum pounding out of time
Another protester has crossed the line (hey!)
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Rapper's Delight,The Sugarhill Gang,east coast hip hop,2017,112,75,91,-10,4,83,234,7,25,48,"I said a hip, hop, a hippie to the hippie
To the hip hip hop, you don't stop
The rockin' to the bang bang boogie say up jumps the boogie
To the rhythm of the boogity beat

Now what you hear is not a test, I'm rappin' to the beat
And me, the groove, and my friends, are gonna try to move your feet
You see, I am Wonder Mike, and I'd like to say hello
To the black, to the white, the red, and the brown, the purple and yellow
But first, I gotta bang bang the boogie to the boogie
Say up jump the boogie to the bang bang boogie
Let's rock, you don't stop
Rock the rhythm that will make your body rock

Well, so far you've heard my voice, but I brought two friends along
And next on the mic is my man Hank
Come on, Hank, sing that song

Check it out, I'm the C-A-S-AN-the-O-V-A
And the rest is F-L-Y
You see I go by the code of the doctor of the mix
And these reasons I'll tell ya why
You see I'm six foot one and I'm tons of fun
And I dress to a 'T'
You see I got more clothes than Muhammad Ali
And I dress so viciously

I got bodyguards, I got two big cars
That definitely ain't the whack
I got a Lincoln Continental and a sunroof Cadillac
So after school, I take a dip in the pool, which really is on the wall
I got a color TV so I can see the Knicks play basketball
Hear me talkin' 'bout checkbooks, credit cards
More money than a sucker could ever spend
But I wouldn't give a sucker or a bum from the rucker
Not a dime 'til I made it again

Everybody go hotel, motel, whatcha gonna do today? (say what?)
Ya say I'm gonna get a fly girl gonna get some spankin'
Drive off in a def O.J.
Everybody go, hotel, motel, Holiday Inn
Say if your girl starts actin' up, then you take her friend
Master Gee, am I mellow?
It's on you, so what you gonna do?

Well it's on an' on an' on on an' on
The beat don't stop until the break of dawn
I said M-A-S, T-E-R, a G with a double E
I said I go by the unforgettable name of the man they call the Master Gee
Well, my name is known all over the world by all the foxy ladies and the pretty girls
I'm goin' down in history as the baddest rapper there ever could be

Now I'm feelin' the highs and you're feelin' the lows
The beat starts gettin' into your toes
Ya start poppin' ya fingers and stompin' your feet
And movin' your body while you're sittin' in your seat
And then damn, you start doin' the freak
I said damn, right outta your seat
Then ya throw your hands high in the air
Ya rockin' to the rhythm, shake your derriere
Ya rockin' to the beat without a care
With the sureshot MCs for the affair

Now, I'm not as tall as the rest of the gang
But I rap to the beat just the same
I got a little face and a pair of brown eyes
All I'm here to do ladies is hypnotize
Singin' on an' an' on an' on an' on
The beat don't stop until the break of dawn
Singin' on n n on n on on n on
Like a hot buttered a pop da pop da pop dibbie dibbie
Pop da pop pop ya don't dare stop
Come alive y'all, gimme what ya got

I guess by now you can take a hunch
And find that I am the baby of the bunch
But that's okay, I still keep in stride
'Cause all I'm here to do is just wiggle your behind
Singin' on an' an' on an' on an' on
The beat don't stop until the break of dawn
Singin' on an' an' on an' on on an' on
Rock, rock y'all, throw it on the floor

I'm gonna freak ya here, I'm gonna freak ya there
I'm gonna move you outta this atmosphere
'Cause I'm one of a kind and I'll shock your mind
I'll put t-t-tickets in your behind
I said 1-2-3-4, come on girls, get on the floor
A-come alive y'all, a-gimme what ya got
'Cause I'm guaranteed to make you rock
I said 1-2-3-4, tell me Wonder Mike what are you waitin' for?

I said a hip hop the hippie to the hippie
The hip hip hop, a you don't stop
The rockin' to the bang bang boogie say up jumped the boogie
To the rhythm of the boogity beat
Skiddlee beebop we rock a Scoobie-Doo
And guess what America we love you
Cause ya rock and ya roll with so much soul
You could rock till you're a hundred and one years old
I don't mean to brag i don't mean to boast
But we like hot butter on our breakfast toast
Rock it up baby bubba
Baby bubba to the boogie da bang bang da boogie
To the beat beat, its so unique
Come on everybody and dance to the beat

I said a hip hop the hippie the hippie
To the hip hip hop, a-you don't stop
Rock it out, pretty bubba to the boogity bang, bang,
The boogie to the boogity beat

I said I cant wait 'til the end of the week
When I'm rappin' to the rhythm of a groovy beat
And attempt to raise your body heat
Just blow your mind so that you can't speak
And do a thing but a-rock and shuffle your feet
And let it change up to a dance called the freak
And when you finally do come in to your rhythmic beat
Rest a little while so ya don't get weak
I know a man named Hank
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Pain,The War On Drugs,chamber pop,2017,116,83,52,-4,8,48,331,0,4,62,"Go to bed now I can tell
Pain is on the way out now
Look away, a domino falls away

I know it's hard looking in
Knowing that tomorrow you'll be back again
Hang your head and let me in
I'm waiting
So long

I was staring into the light
When I saw you in the distance, I knew that you'd be mine
Am I moving back in time?
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Magnificent (She Says),Elbow,britpop,2017,92,87,51,-7,5,39,266,19,5,31,"This is where, this is where the bottle lands
Where all the biggest questions meet
With little feet stood in the sand

This is where the echoes swell to nothing on the tide
And where a tiny pair of hands
Finds a sea-worn piece of glass
And sets it as a sapphire in her mind

And there she stands
Throwing both her arms around the world
The world that doesn't even know
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Nicotine,Chef'Special,dutch indie,2017,90,30,64,-10,10,44,238,62,3,36,"Are you really feeling better?
'Cause I'm still high on you
Did he give you all the answers?
Does he need you like I do?
(Like I do, like I do)

Now you won't let me sleep
'Cause your love is like a drug, all I need
Now I've fallen way too deep
But I'd rather be with you than be free

Maybe I just don't remember
All your words and what they mean
But, baby, I just can't forget ya
I need you more than nicotine
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,"Here, where the sky's falling
I'm covered in blue
I'm running and I'm crawling
Fighting for you
When the rain stops, then, darling
What will I do?
And I know I go all in
But why do I?

You give me a reason, something to believe in
I know, I know, I know
You give me a meaning, something I can breathe in
I know, I know, I know
It's a bittersweet feeling
Longing, and I'm leaving
I go, I go, I go
But I wish I was there with you
Oh, I wish I was there with you
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,"We were on fire
I slashed your tires
It's like we burn so bright, we burn out
I made you chase me
I wasn't that friendly
My love, my drug, we're fucked up, oh

'Cause I've been on the run so long they can't find me
You're waking up to remember I'm pretty
And when the chemicals leave my body
Yeah, they're gonna find me in a hotel lobby 'cause
Mmm, tough
Times they keep comin'
All night
Laughin' and fuckin'
Some days like I'm barely breathin'
After we were high and the love dope died it was you

The pill I keep takin'
The nightmare I wake in
There's nothin', no nothin', nothin' but you
My perfect rock bottom
My beautiful trauma
My love, my love, my drug, oh
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
World Gone Mad,Bastille,metropopolis,2017,140,68,51,-3,18,36,196,28,3,64,"So this is where we are
It's not where we had wanted to be
If half the world's gone mad
The other half just don't care, you see

You don't want to fuck with us
British to the very last

When it feels like the world's gone mad
And there's nothing you can do about it
No there's nothing you can do about it
When it feels like the world's gone mad
And there's nothing you can do about it
No there's nothing you can do about it

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Lost on You,LP,la pop,2017,174,72,43,-6,9,69,268,10,4,78,"When you get older, plainer, saner
Will you remember all the danger we came from?

Burning like embers, falling, tender
Longing for the days of no surrender years ago
And will you know
So smoke 'em if you got 'em cause it's going down
All I ever wanted was you
I'll never get to heaven cause I don't know how
Let's raise a glass or two
To all the things I've lost on you
Ho, ooh
Tell me are they lost on you?
Ooh, oh
Just that you could cut me loose
Ho, ooh
After everything I've lost on you
Is that lost on you?
Hoooooh Ooh, oh
Hoooooh
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88,"Tell me something, girl
Are you happy in this modern world?
Or do you need more?
Is there something else you're searchin' for?

I'm falling
In all the good times, I find myself longin' for change
And in the bad times, I fear myself

Tell me something, boy
Aren't you tired trying to fill that void?
Or do you need more?
Ain't it hard keeping it so hardcore?

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
September,"Earth, Wind & Fire",disco,2018,126,83,69,-7,25,98,215,17,3,82,"Do you remember
The 21st night of September?
Love was changing the minds of pretenders
While chasing the clouds away

Our hearts were ringing
In the key that our souls were singing
As we danced in the night, remember
How the stars stole the night away, oh yeah

Hey, hey, hey
Ba-dee-ya, say, do you remember?
Ba-dee-ya, dancing in September
Ba-dee-ya, never was a cloudy day

Ba-du-du, ba-du-du, ba-du-du, ba-du-du
Ba-du-du, ba-du-du, ba-du-du, ba-du-du
Ba-du-du, ba-du-du, ba-du-da

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84,"Will you hold the line
When every one of them has given up and given in? Tell me
In this house of mine
Nothing ever comes without a consequence or cost, tell me
Will the stars align?
Will heaven step in? Will it save us from our sin, will it?
'Cause this house of mine stands strong

That's the price you pay
Leave behind your heart and cast away
Just another product of today
Rather be the hunter than the prey

And you're standing on the edge face up
'Cause you're a natural
A beating heart of stone
You gotta be so cold
To make it in this world
Yeah, you're a natural
Living your life cutthroat
You gotta be so cold
Yeah, you're a natural
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Bad Liar,Imagine Dragons,modern rock,2018,178,64,38,-7,37,8,261,7,7,83,"Oh, hush, my dear, it's been a difficult year
And terrors don't prey on innocent victims
Trust me, darlin', trust me darlin'

It's been a loveless year
I'm a man of three fears
Integrity, faith and crocodile tears
Trust me, darlin', trust me, darlin'

Look me in the eyes, tell me what you see
Perfect paradise, tearin' at the seams
I wish I could escape it, I don't wanna fake it
Wish I could erase it, make your heart believe

But I'm a bad liar, bad liar
Now you know, now you know
I'm a bad liar, bad liar
Now you know, you're free to go
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
High Hopes,Panic! At The Disco,baroque pop,2018,82,90,58,-3,6,68,191,19,6,87,"High, high hopes

Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime, but I always had a vision
Always had high, high hopes (high, high hopes)
Had to have high, high hopes for a living
Didn't know how, but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes

Mama said, ""Fulfill the prophecy
Be something greater, go make a legacy""
Manifest destiny back in the days
We wanted everything, wanted everything
Mama said, ""Burn your biographies
Rewrite your history, light up your wildest dreams""
Museum victories everyday
We wanted everything, wanted everything

Mama said, ""Don't give up, it's a little complicated
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
New Light,John Mayer,neo mellow,2018,124,69,83,-8,8,85,216,33,3,81,"I'm the boy in your other phone
Lighting up inside your drawer at home all alone
Pushing 40 in the friend zone
We talk and then you walk away every day

Oh you don't think twice bout me
And maybe you're right to doubt me but
But if you give me just one night
You're gonna see me in a new light
Yeah if you give me just one night
To meet you underneath the moonlight

Oh I want a take two
I wanna break through
I wanna know the real thing about you
So I can see you in a new light

Take a ride up to Malibu
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Someone You Loved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85,"I'm going under and this time I fear there's no one to save me
This all or nothing really got a way of driving me crazy

I need somebody to heal, somebody to know
Somebody to have, somebody to hold
It's easy to say, but it's never the same
I guess I kinda liked the way you numbed all the pain

Now the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down, and then you pulled the rug
I was getting kinda used to being someone you loved

I'm going under and this time I fear there's no one to turn to
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
High On Life (feat. Bonn),Martin Garrix,big room,2018,128,49,41,-6,11,37,231,1,3,78,"Killed the demons of my mind
Ever since you came around
We're a river, running wild
How could I have been so blind?

I just live a fast life
Forget about the past time
Numb out to escape my feels
And friendships only pass by
Show up, gone, like strobe lights
With you, I feel something real

And I'd walk a million miles just to see you smile
'Til the day I die
Oh, I need you by my side, we'd get high on life
'Til the day we die
High on life 'til the day we die

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Always Remember Us This Way,Lady Gaga,dance pop,2018,130,50,55,-6,76,30,210,30,4,81,"That Arizona sky
Burning in your eyes
You look at me and babe, I wanna catch on fire
It's buried in my soul
Like California gold
You found the light in me that I couldn't find

So when I'm all choked up, but I can't find the words
Every time we say goodbye, baby, it hurts
When the sun goes down
And the band won't play
I'll always remember us this way

Lovers in the night
Poets trying to write
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Why Don't You Do Right,Beth Hart,blues rock,2018,106,74,63,-8,17,67,276,47,4,44,"You had plenty money, 1922
You let other women make a fool of you
Why don't you do right, like some other men do?
Get out of here and get me some money too

You're sitting down and wondering what it's all about
You ain't got no money, they will put you out
Why don't you do right, like some other men do?
Get out of here and get me some money too
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Youngblood,5 Seconds of Summer,boy band,2018,120,85,60,-5,12,15,203,2,46,84,"Remember the words you told me, ""Love me 'til the day I die""
Surrender my everything 'cause you made me believe you're mine
Yeah, you used to call me baby, now, you're calling me by name (mmm)
Takes one to know one, yeah, you beat me at my own damn game

You push and you push and I'm pulling away
Pulling away from you
I give and I give and I give and you take
Give and you take

Youngblood
Say you want me, say you want me out of your life
Then I'm just a dead man walking tonight
But you need it, yeah, you need it all of the time
Yeah, ooh, ooh, ooh

Youngblood
Say you want me, say you want me back in your life
So I'm just a dead man crawling tonight
'Cause I need it, yeah, I need it all of the time
Yeah, ooh, ooh, ooh

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Outlaw In 'Em,Waylon,dutch americana,2018,87,93,50,-3,37,68,217,3,8,39,"It's a fine, fine line
Between whiskey and water into wine
It's a long way home
When you're down and out and out here on your own
But it don't matter who you are when it's time to lock and load

Everybody's got a little outlaw in 'em
Chrome piece hiding in their blacked out denim
Heartbeat beating to a rock 'n' roll rhythm, yeah
Everybody got a couple scarred up knuckles
Blood on their boots and their back up buckle
Diamond back rattle with a quick strike venom
Everybody's got a little outlaw in 'em
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Pain and Misery,The Teskey Brothers,australian americana,2018,89,34,71,-7,16,49,241,79,3,50,"I've been in love, honey, you know it's true
Was since that day I first laid my eyes on you
Love is a crazy game, baby
It's how I feel
It make you oh, so high
But it takes so long to heal

So please yeah yeah
Won't you stay with me?
'Cause since you gone, it's all
Pain and misery

Honey, please yeah yeah
Won't you stay with me?
'Cause since you gone
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
I Do,Douwe Bob,dutch americana,2018,73,25,49,-11,8,27,202,88,3,52,"This rain is not the cleansing kind
It drags you down and clouds your mind
And oh, you know, it chills me to the bone
Hold your tongue and hold my hand
I can only pray you'll understand
Without you I can only be alone
But I cannot repair this on my own

I shake and sigh
Hate 'cause I break us in two
But I love you, I love you
I love you, I do
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Guiding Light,Mumford & Sons,modern folk rock,2018,100,71,55,-8,8,30,218,6,5,60,"(One, two, three)

All day permanent red
The glaze on my eyes
When I heard your voice
The distance caught me by surprise again
And I know you claim
That you're alright

But fix your eyes on me
I guess I'm all you have
And I swear you'll see the dawn again

Well I know I had it all on the line
But don't just sit with folded hands
And become blind
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Havana (feat. Young Thug),Camila Cabello,dance pop,2018,105,52,77,-4,13,39,217,18,3,85,"Hey

Havana, ooh na-na (ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na, ah
Oh, but my heart is in Havana (ayy)
There's somethin' 'bout his manners (uh-huh)
Havana, ooh-na-na (uh)

He didn't walk up with that ""how you doin'?"" (uh)
When he came in the room
He said there's a lot of girls I can do with (uh)
But I can't without you
I knew him forever in a minute (hey)
That summer night in June
And papa says he got malo in him (uh)
He got me feelin' like...

Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (ayy)
I knew it when I met him (ayy), I loved him when I left him
Got me feelin' like, ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh
And then I had to tell him, I had to go
Oh-na-na-na-na-na (woo)

Havana, ooh na-na (ayy, ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,"Let me take the night, I love real easy
And I know that you'll still wanna see me
On the Sunday morning, music real loud
Let me love you while the moon is still out

Something in you
Lit up heaven in me
The feeling won't let me sleep
'Cause I'm lost in the way you move, the way you feel

One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,2018,114,79,60,-6,39,24,217,1,7,79,"This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
And nothing breaks like a heart

I heard you on the phone last night
We live and die by pretty lies
You know it, oh, we both know it
These silver bullet cigarettes
This burning house, there's nothing left

It's smoking, we both know it
We got all night to fall in love
But just like that we fall apart
We're broken, we're broken

Hmm, well nothing, nothing, nothing gon' save us now

Well, there's broken silence
By thunder crashing in the dark (crash in the dark)
And this broken record
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Lay Your Weapons Down,Ilse DeLange,dutch americana,2018,94,68,54,-9,9,47,219,1,6,21,"There's been a lot of miscommunication lately
A lot of wait and see and too many maybes
And I wanna believe that your faith in me is as strong as it was when we thought we'd be unbreakable
All the words we say end up distorted
From skinbreak to heartache without warning
And you don't mean it and I don't either
We get so close to being defeated by circumstance
Do we stand a chance to rise above it all
But I feel so small

Lay your weapons down
And I'll take my armor off
Say what we need to say
And love before it's lost
'Cause what we have is real
And real can hurt sometimes
But just because it hurts doesn't mean that we say goodbye
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
In My Blood,Shawn Mendes,canadian pop,2018,140,71,62,-7,13,49,211,6,7,82,"Help me, it's like the walls are caving in
Sometimes I feel like giving up
But I just can't
It isn't in my blood

Laying on the bathroom floor, feeling nothing
I'm overwhelmed and insecure, give me something
I could take to ease my mind slowly
Just have a drink and you'll feel better
Just take her home and you'll feel better
Keep telling me that it gets better
Does it ever?

Help me, it's like the walls are caving in
Sometimes I feel like giving up
No medicine is strong enough
Someone help me
I'm crawling in my skin
Sometimes I feel like giving up
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Roller Coaster,Danny Vera,dutch americana,2019,97,38,40,-10,12,28,270,51,3,70,"Here we go
On this rollercoaster life we know
With those crazy highs and real deep lows
I really don't know why

And I will go
To the farthest place on earth I know
I can travel all the roads, you see
'Cause I know you're there with me

You don't have to slow me down
'Cause I will always be around
I will find my way back home
Where magnolia grows, where magnolia grows

But I guess you know
Why I do what I do and where I go
I try to fill that empty space inside
But I can't do that without you
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Arcade,Duncan Laurence,dutch pop,2019,72,33,45,-13,14,27,184,82,4,73,"A broken heart is all that's left
I'm still fixin' all the cracks
Lost a couple of pieces when
I carried it, carried it, carried it home

I'm afraid of all I am
My mind feels like a foreign land
Silence ringin' inside my head
Please, carry me, carry me, carry me home

I've spent all of the love I saved
We were always a losing game
Small town boy in a big arcade
I got addicted to a losing game
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
A Whiter Shade of Pale - Original Single Version,Procol Harum,album rock,2019,150,66,25,-7,9,44,249,50,3,67,"We skipped the light fandango
Turned cartwheels 'cross the floor
I was feeling kinda seasick
But the crowd called out for more
The room was humming harder
As the ceiling flew away
When we called out for another drink
The waiter brought a tray

And so it was that later
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Don't You (Forget About Me),Simple Minds,art rock,2019,111,75,67,-9,29,69,261,8,3,73,"Hey, hey, hey, hey
Ooh-ooh-hoo, woah

Won't you come see about me
I'll be alone, dancing, you know it, baby
Tell me your troubles and doubts
Givin' me everything inside and out, and

Love's strange, surreal in the dark
Think of the tender things that we were working on
Slow change may pull us apart
When the light gets into your heart, baby

Don't you forget about me
Don't, don't, don't, don't
Don't you forget about me

Will you stand above me
Look my way, never love me
Rain keeps fallin', rain keeps fallin'
Down, down, down

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
